date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:22:00	37884/37884	---MCZ	200	added ('OK')	text/html	date:Tue,%2026%20Jan%202021%2003:21:53%20GMT	https://cartzilla.createx.studio/dashboard-sales.html	C:/WebSiteCopier/CartZilla/cartzilla.createx.studio/dashboard-sales.html	(from https://cartzilla.createx.studio/index.html)
09:22:01	41496/41496	---MCZ	200	added ('OK')	text/html	date:Tue,%2026%20Jan%202021%2003:21:54%20GMT	https://cartzilla.createx.studio/dashboard-products.html	C:/WebSiteCopier/CartZilla/cartzilla.createx.studio/dashboard-products.html	(from https://cartzilla.createx.studio/index.html)
09:22:02	36555/36555	---MCZ	200	added ('OK')	text/html	date:Tue,%2026%20Jan%202021%2003:21:54%20GMT	https://cartzilla.createx.studio/dashboard-add-new-product.html	C:/WebSiteCopier/CartZilla/cartzilla.createx.studio/dashboard-add-new-product.html	(from https://cartzilla.createx.studio/index.html)
09:22:02	35965/35965	---MCZ	200	added ('OK')	text/html	date:Tue,%2026%20Jan%202021%2003:21:55%20GMT	https://cartzilla.createx.studio/dashboard-payouts.html	C:/WebSiteCopier/CartZilla/cartzilla.createx.studio/dashboard-payouts.html	(from https://cartzilla.createx.studio/index.html)
09:22:03	58659/58659	---MCZ	200	added ('OK')	text/html	date:Tue,%2026%20Jan%202021%2003:21:55%20GMT	https://cartzilla.createx.studio/account-signin.html	C:/WebSiteCopier/CartZilla/cartzilla.createx.studio/account-signin.html	(from https://cartzilla.createx.studio/index.html)
09:22:03	54462/54462	---MCZ	200	added ('OK')	text/html	date:Tue,%2026%20Jan%202021%2003:21:56%20GMT	https://cartzilla.createx.studio/account-password-recovery.html	C:/WebSiteCopier/CartZilla/cartzilla.createx.studio/account-password-recovery.html	(from https://cartzilla.createx.studio/index.html)
09:22:04	48455/48455	---MCZ	200	added ('OK')	text/html	date:Tue,%2026%20Jan%202021%2003:21:57%20GMT	https://cartzilla.createx.studio/navbar-1-level-light.html	C:/WebSiteCopier/CartZilla/cartzilla.createx.studio/navbar-1-level-light.html	(from https://cartzilla.createx.studio/index.html)
09:22:05	48452/48452	---MCZ	200	added ('OK')	text/html	date:Tue,%2026%20Jan%202021%2003:21:57%20GMT	https://cartzilla.createx.studio/navbar-1-level-dark.html	C:/WebSiteCopier/CartZilla/cartzilla.createx.studio/navbar-1-level-dark.html	(from https://cartzilla.createx.studio/index.html)
09:22:05	51676/51676	---MCZ	200	added ('OK')	text/html	date:Tue,%2026%20Jan%202021%2003:21:58%20GMT	https://cartzilla.createx.studio/navbar-2-level-light.html	C:/WebSiteCopier/CartZilla/cartzilla.createx.studio/navbar-2-level-light.html	(from https://cartzilla.createx.studio/index.html)
09:22:06	51658/51658	---MCZ	200	added ('OK')	text/html	date:Tue,%2026%20Jan%202021%2003:21:59%20GMT	https://cartzilla.createx.studio/navbar-2-level-dark.html	C:/WebSiteCopier/CartZilla/cartzilla.createx.studio/navbar-2-level-dark.html	(from https://cartzilla.createx.studio/index.html)
